transaction_id,transaction_date,timestamp,amount,currency,payment_method,is_credit,merchant,clean_description,category,hour_of_day,day_of_week,is_weekend,is_night,is_amount_anomaly,is_frequency_anomaly,is_merchant_anomaly
TXN_202406_000001,2024-06-29,2024-06-29 17:05:37,41.86,EUR,CONTACTLESS,False,eir,limerick eir delivery,Bills,17,5,True,False,False,False,True
TXN_202406_000002,2024-06-04,2024-06-04 20:19:53,103.46,EUR,CARD,False,penneys,dd penneys bill xpseimvihcw,Shopping,20,1,False,False,False,False,True
TXN_202406_000003,2024-06-21,2024-06-21 09:29:20,6.67,EUR,CARD,False,brunch house,dd brunchhouse ie,Food,9,4,False,False,False,False,True
TXN_202406_000004,2024-06-01,2024-06-01 05:47:59,641.99,EUR,ONLINE,False,transfer in,app transfer in delivery london,Other,5,5,True,True,False,False,True
TXN_202406_000005,2024-06-14,2024-06-14 01:13:53,386.05,EUR,TRANSFER,False,samsung store,ie samsung store,Shopping,1,4,False,True,False,False,True
TXN_202406_000006,2024-06-12,2024-06-12 15:35:33,122.47,EUR,ONLINE,False,property mgmt,dd app property mgmt order uk,Bills,15,2,False,False,False,False,True
TXN_202406_000007,2024-06-30,2024-06-30 09:28:56,19.29,EUR,CONTACTLESS,False,etsy,merchant london etsy,Shopping,9,6,True,False,False,False,True
TXN_202406_000008,2024-06-16,2024-06-16 09:47:55,215.0,EUR,TRANSFER,False,medical clinic,in store medical clinic madrid us complete,Healthcare,9,6,True,False,False,False,True
TXN_202406_000009,2024-06-23,2024-06-23 03:54:41,34.2,EUR,TRANSFER,False,sandwich co,so sandwich co order cork,Food,3,6,True,True,False,False,True
TXN_202406_000010,2024-06-06,2024-06-06 19:03:43,37.41,EUR,CARD,False,north outlet ireland,ie standing order kiosk north outlet ireland,Food,19,3,False,False,False,False,True
TXN_202406_000011,2024-06-12,2024-06-12 21:46:15,18.88,EUR,CONTACTLESS,False,thai kitchen,thai kitchen bill ie ie,Food,21,2,False,False,False,False,True
TXN_202406_000012,2024-06-28,2024-06-28 20:21:17,201.13,EUR,TRANSFER,False,dermatology,de dd dermatology,Healthcare,20,4,False,False,False,False,True
TXN_202406_000013,2024-06-02,2024-06-02 00:05:02,212.46,EUR,CARD,False,chargeback,transfer chargeback ie dublin,Other,0,6,True,True,False,False,True
TXN_202406_000014,2024-06-19,2024-06-19 21:34:24,98.66,EUR,ONLINE,True,apcoa parking,apcoa parking limerick us irl,Transport,21,2,False,False,False,False,True
TXN_202406_000015,2024-06-17,2024-06-17 14:07:43,59.94,EUR,CARD,False,toll road,toll road irl,Transport,14,0,False,False,False,False,True
TXN_202406_000016,2024-06-18,2024-06-18 15:15:54,43.19,EUR,TRANSFER,False,chipper,so chipper ie,Food,15,1,False,False,False,False,True
TXN_202406_000017,2024-06-23,2024-06-23 21:27:51,57.97,EUR,CONTACTLESS,False,zara,in store zara ie,Shopping,21,6,True,False,False,False,True
TXN_202406_000018,2024-06-11,2024-06-11 12:00:18,46.93,EUR,CONTACTLESS,False,tk maxx,booking in store tk maxx uk,Shopping,12,1,False,False,False,False,True
TXN_202406_000019,2024-06-14,2024-06-14 12:01:47,162.86,EUR,CONTACTLESS,False,water charges,watercharges order paris dublin,Bills,12,4,False,False,False,False,True
TXN_202406_000020,2024-06-09,2024-06-09 22:59:56,246.58,EUR,TRANSFER,False,stationery mart,settlement stationery mart fr ie,Shopping,22,6,True,False,False,False,True
TXN_202406_000021,2024-06-23,2024-06-23 00:54:54,26.64,EUR,TRANSFER,False,bus eireann,direct bus eireann fr,Transport,0,6,True,True,False,False,True
TXN_202406_000022,2024-06-08,2024-06-08 14:23:37,259.04,EUR,CONTACTLESS,True,water charges,de standing order water charges delivery,Bills,14,5,True,False,False,False,False
TXN_202406_000023,2024-06-17,2024-06-17 07:40:51,791.53,EUR,TRANSFER,False,paypal,merchant trip so paypal,Other,7,0,False,False,False,False,True
TXN_202406_000024,2024-06-16,2024-06-16 22:01:27,305.62,EUR,CARD,False,zara,mobile zara berlin lorxdt us,Shopping,22,6,True,False,False,False,False
TXN_202406_000025,2024-06-10,2024-06-10 23:28:49,88.13,EUR,CONTACTLESS,False,metro bus,metro bus delivery ie galway,Transport,23,0,False,False,False,True,True
TXN_202406_000026,2024-06-25,2024-06-25 05:36:48,92.22,EUR,TRANSFER,False,transit topup,mobile trip transit topup settlement de,Transport,5,1,False,True,False,False,True
TXN_202406_000027,2024-06-15,2024-06-15 05:39:24,19.26,EUR,TRANSFER,False,penneys,direct penneys merchant direct,Shopping,5,5,True,True,False,False,False
TXN_202406_000028,2024-06-30,2024-06-30 12:24:26,116.3,EUR,ONLINE,False,gas bill,gas bill,Bills,12,6,True,False,False,False,True
TXN_202406_000029,2024-06-23,2024-06-23 10:02:05,35.56,EUR,TRANSFER,False,city clinic inc,dd cityclinicinc london,Food,10,6,True,False,False,False,True
TXN_202406_000030,2024-06-08,2024-06-08 01:42:13,44.95,EUR,CARD,True,transit topup,transittopup standing order ie kiosk london,Transport,1,5,True,True,False,False,False
TXN_202406_000031,2024-06-09,2024-06-09 15:49:14,24.81,EUR,ONLINE,False,prime video,prime video galway commission irl,Entertainment,15,6,True,False,False,False,True
TXN_202406_000032,2024-06-30,2024-06-30 06:31:47,306.73,EUR,CONTACTLESS,False,internet provider,settlement fr internet provider,Bills,6,6,True,False,False,False,True
TXN_202406_000033,2024-06-15,2024-06-15 02:24:39,335.24,EUR,TRANSFER,False,electric bill,electric bill txn ie,Bills,2,5,True,True,False,False,True
TXN_202406_000034,2024-06-07,2024-06-07 08:52:24,487.43,EUR,TRANSFER,False,etsy,irl etsy topup,Shopping,8,4,False,False,False,False,False
TXN_202406_000035,2024-06-17,2024-06-17 19:44:37,85.05,EUR,CONTACTLESS,False,rent payment,rent,Bills,19,0,False,False,False,False,True
TXN_202406_000036,2024-06-23,2024-06-23 07:09:03,116.6,EUR,CONTACTLESS,False,apcoa parking,delivery apcoa parking complete nl,Transport,7,6,True,False,False,False,False
TXN_202406_000037,2024-06-05,2024-06-05 13:19:58,66.21,EUR,CONTACTLESS,False,shell fuel,so shell fuel galway ie,Transport,13,2,False,False,False,False,True
TXN_202406_000038,2024-06-23,2024-06-23 01:33:06,308.45,EUR,CARD,False,vodafone,vodafone delivery galway,Bills,1,6,True,True,False,False,True
TXN_202406_000039,2024-06-20,2024-06-20 01:06:36,189.84,EUR,TRANSFER,False,electric bill,pur electric bill us txn,Bills,1,3,False,True,False,False,False
TXN_202406_000040,2024-06-18,2024-06-18 10:17:09,145.22,EUR,ONLINE,False,the home store,mobile thehomestore,Shopping,10,1,False,False,False,False,True
TXN_202406_000041,2024-06-01,2024-06-01 19:32:25,19.42,EUR,CARD,False,chipper,chipper delivery galway commission,Food,19,5,True,False,False,False,False
TXN_202406_000042,2024-06-10,2024-06-10 14:24:43,264.19,EUR,TRANSFER,False,ticketmaster,ticketmaster booking,Entertainment,14,0,False,False,True,False,True
TXN_202406_000043,2024-06-18,2024-06-18 11:21:43,38.86,EUR,ONLINE,False,costa coffee,irl costa coffee,Food,11,1,False,False,False,False,True
TXN_202406_000044,2024-06-17,2024-06-17 03:39:23,31.68,EUR,ONLINE,True,food truck,transfer foodtruck fr london,Food,3,0,False,True,False,True,True
TXN_202406_000045,2024-06-29,2024-06-29 01:07:24,23.9,EUR,CONTACTLESS,False,subscription bill,transfer bill kiosk booking,Bills,1,5,True,True,False,True,True
TXN_202406_000046,2024-06-09,2024-06-09 09:40:53,40.09,EUR,CONTACTLESS,False,dunkin,dunkin complete dublin,Food,9,6,True,False,False,False,True
TXN_202406_000047,2024-06-01,2024-06-01 15:48:27,29.47,EUR,CARD,False,new market ltd,web newmarketltd cork us txn,Food,15,5,True,False,False,False,True
TXN_202406_000048,2024-06-12,2024-06-12 09:20:03,177.69,EUR,ONLINE,False,the cafe co,so kiosk the cafe co dublin commission settlement dublin,Shopping,9,2,False,False,False,False,True
TXN_202406_000049,2024-06-24,2024-06-24 23:15:59,11.22,EUR,TRANSFER,False,apple music,in store apple music,Entertainment,23,0,False,False,False,False,True
TXN_202406_000050,2024-06-15,2024-06-15 15:55:47,550.29,EUR,CONTACTLESS,True,card verification,so verification,Other,15,5,True,False,False,True,True
TXN_202406_000051,2024-06-27,2024-06-27 08:47:23,722.33,EUR,ONLINE,False,charity donation,pur charity donation bill london es,Other,8,3,False,False,False,True,True
TXN_202406_000052,2024-06-02,2024-06-02 16:06:32,29.22,EUR,ONLINE,False,dunkin,dunkin de,Food,16,6,True,False,False,True,False
TXN_202406_000053,2024-06-14,2024-06-14 03:39:14,30.47,EUR,CARD,False,kfc,in store txn kfc standing order,Food,3,4,False,True,False,False,True
TXN_202406_000054,2024-06-14,2024-06-14 13:05:05,28.15,EUR,TRANSFER,False,city diner group,us direct city diner group booking,Food,13,4,False,False,False,False,True
TXN_202406_000055,2024-06-30,2024-06-30 15:17:38,24.36,EUR,ONLINE,True,grocery deli,complete grocery deli,Food,15,6,True,False,False,False,True
TXN_202406_000056,2024-06-03,2024-06-03 07:12:10,51.2,EUR,TRANSFER,False,prime video,prime video order,Entertainment,7,0,False,False,False,False,False
TXN_202406_000057,2024-06-01,2024-06-01 17:07:09,38.8,EUR,CARD,False,subway,pur es web topup subway,Food,17,5,True,False,False,False,True
TXN_202406_000058,2024-06-24,2024-06-24 21:54:17,119.76,EUR,CARD,False,m toll,so,Transport,21,0,False,False,False,True,True
TXN_202406_000059,2024-06-22,2024-06-22 23:29:24,300.96,EUR,ONLINE,False,mortgage payment,mortgage uk,Bills,23,5,True,False,False,True,True
TXN_202406_000060,2024-06-04,2024-06-04 09:15:47,689.44,EUR,CONTACTLESS,False,internet provider,internet provider complete,Bills,9,1,False,False,True,False,False
TXN_202406_000061,2024-06-14,2024-06-14 05:53:27,31.29,EUR,ONLINE,False,pizza hut,pizza hut london gersduhh gersduhh,Food,5,4,False,True,False,False,True
TXN_202406_000062,2024-06-22,2024-06-22 14:14:38,279.95,EUR,CARD,False,subscription bill,order bill pur galway,Bills,14,5,True,False,False,False,False
TXN_202406_000063,2024-06-20,2024-06-20 10:19:32,102.97,EUR,CONTACTLESS,False,electric ireland,electric ireland madrid,Bills,10,3,False,False,False,False,True
TXN_202406_000064,2024-06-12,2024-06-12 08:08:46,67.11,EUR,TRANSFER,False,bolt,fr order bolt,Transport,8,2,False,False,False,False,True
TXN_202406_000065,2024-06-30,2024-06-30 20:32:52,714.1,EUR,ONLINE,True,loan payment,dd loan dublin us,Other,20,6,True,False,False,False,True
TXN_202406_000066,2024-06-09,2024-06-09 06:37:24,7.32,EUR,CONTACTLESS,False,new cafe inc,berlin new cafe inc,Transport,6,6,True,False,False,False,True
TXN_202406_000067,2024-06-18,2024-06-18 06:52:28,79.33,EUR,CONTACTLESS,False,mobile bill,in store mobile bill uk ie,Bills,6,1,False,False,False,False,True
TXN_202406_000068,2024-06-06,2024-06-06 13:33:21,215.5,EUR,ONLINE,False,local store,transfer local store berlin,Shopping,13,3,False,False,False,True,True
TXN_202406_000069,2024-06-27,2024-06-27 23:35:38,39.07,EUR,TRANSFER,False,live nation,irl live nation mobile london,Entertainment,23,3,False,False,False,False,True
TXN_202406_000070,2024-06-14,2024-06-14 19:58:43,62.72,EUR,ONLINE,True,parking meter,trip parking meter merchant london,Transport,19,4,False,False,False,False,True
TXN_202406_000071,2024-06-20,2024-06-20 13:06:31,325.26,EUR,CARD,False,subscription bill,berlin berlin bill,Bills,13,3,False,False,False,False,False
TXN_202406_000072,2024-06-04,2024-06-04 19:24:27,46.44,EUR,TRANSFER,False,parking meter,parking meter bill,Transport,19,1,False,False,False,False,False
TXN_202406_000073,2024-06-23,2024-06-23 01:16:56,5.26,EUR,ONLINE,False,dunkin,ie dunkin,Food,1,6,True,True,False,False,False
TXN_202406_000074,2024-06-04,2024-06-04 21:03:41,239.56,EUR,CONTACTLESS,True,etsy,etsy topup fr,Shopping,21,1,False,False,False,False,False
TXN_202406_000075,2024-06-01,2024-06-01 14:02:13,62.56,EUR,TRANSFER,False,vision care,vision care,Healthcare,14,5,True,False,False,False,True
TXN_202406_000076,2024-06-18,2024-06-18 08:52:39,199.1,EUR,CONTACTLESS,False,medical clinic,medical clinic commission dublin,Healthcare,8,1,False,False,False,True,False
TXN_202406_000077,2024-06-19,2024-06-19 17:55:04,258.19,EUR,CONTACTLESS,False,gas bill,gas bill txn ie merchant cork standing order,Bills,17,2,False,False,False,False,False
